config_id,buffer_pool_size,cache_size,log_file_size,thread_concurrency,query_cache_size,metric_pages_read,metric_pages_written,metric_cache_hits,metric_cache_misses,metric_lock_wait_time,performance_latency_99th_percentile
2440,567,864,472,6,650,21884,16574,16805,1574,0.7980049576252406,209.07427923845245
2441,6417,1448,492,11,811,19808,21684,16499,2714,3.9159298342724917,715.3030769449931
2442,1542,314,374,21,489,31905,32918,13645,3784,3.913394262998877,742.5975654555178
2443,7722,1830,391,23,845,32896,46789,13655,3440,0.8102002269529159,931.1847743416497
2444,1891,974,381,14,500,45143,37625,14442,2860,2.263902925759956,1297.3667765967161
2445,4259,1975,379,31,473,40208,28823,7025,4233,3.3121197540114764,1039.9511528218559
2446,3883,344,373,29,266,11121,17001,16197,1471,0.5950937441329506,564.1918579710809
2447,7341,844,364,22,310,14531,46032,11166,3829,3.88386796621047,869.0569162000609
2448,3911,131,199,30,718,20371,10565,11519,3355,3.554139098165911,729.4805784315437
2449,708,348,207,16,102,39568,24478,18863,1789,4.09098148648662,1477.112203014691
2450,4700,1709,448,6,586,42154,22727,15769,4201,1.8588981604344645,1379.3603265715178
2451,4617,158,210,5,766,42037,42704,9170,1212,4.007170392174704,1465.007629347262
2452,8176,1413,396,1,63,49586,12186,17184,1957,3.7082865481741742,976.3149979775035
2453,5948,1814,70,10,104,44281,21738,5141,1193,0.25736131874131946,908.4541651324295
2454,5083,671,133,22,1021,39865,26317,14870,1485,4.290116391163681,1085.9466373108767
2455,3345,188,248,31,126,27993,29793,18268,2048,1.5608316183576003,883.6488171781789
2456,4517,601,283,15,240,36066,12906,12317,4171,0.4881339876302573,726.4992347626716
2457,6565,838,181,30,472,32394,42020,16119,1122,2.719265221451624,395.15484726505025
2458,1849,1784,203,16,11,15170,32086,6778,1068,4.45829938672803,1816.9564752399353
2459,7315,533,340,7,292,13996,46451,7611,1523,4.397691116633775,1962.742244833149
2460,6588,864,429,10,370,38386,21019,12296,2285,0.26215211861599963,1934.7125200889705
2461,5734,391,323,13,332,29604,49841,13378,3575,2.4057678228375425,1750.5473800701343
2462,1978,436,232,6,525,19328,21524,5580,1755,3.773997012429186,334.1477313214114
2463,299,1214,160,20,381,18701,25355,15670,4923,4.563228714588328,911.8542769052849
2464,1155,1245,150,2,636,17640,30867,10888,3535,2.8058201396922606,247.82501721842095
2465,5295,303,362,1,290,19385,39666,8906,4029,4.89380358344062,241.2177441720594
2466,6951,825,320,18,631,49366,48487,8113,3926,2.9578717326101653,1904.5971039512865
2467,7763,169,266,22,370,20633,35749,9784,4211,3.964791197548342,878.5299806483902
2468,7662,566,362,25,934,32627,27979,17281,3199,0.5428849558938451,1789.3698404118807
2469,4855,2028,410,21,46,44483,47467,8575,1662,1.8788107009378483,381.43830899251185
2470,4890,977,157,21,96,32033,21456,6842,3055,1.5860001528998957,774.5406094177557
2471,4766,835,316,31,874,14880,26444,18175,4969,1.449860914556588,1445.5001577496228
2472,2164,843,150,24,514,15650,20227,11630,3580,0.8611723855755059,1675.8116041511553
2473,3083,167,327,25,480,33452,36580,18676,3776,0.8437244721575867,649.6092932928084
2474,8017,1470,505,18,745,21272,48199,17903,3226,1.291311366452602,849.6929313087508
2475,1287,1852,307,20,494,27086,16354,5480,4021,0.900590042454395,546.2051160516398
2476,4443,647,437,15,196,24353,29053,19172,4600,2.1012942618626522,234.4919526115366
2477,2486,1273,150,21,368,18462,29061,19502,3205,4.809897762737998,456.77667529585864
2478,6288,1374,188,11,547,31901,15095,11378,2893,2.789008856102446,1650.4546014423963
2479,8072,199,402,1,251,22020,39183,13488,3498,0.29753788064458514,1090.9377398867477
2480,3212,250,495,15,831,24630,26766,14584,4485,0.40121037606274335,244.6991045417739
2481,6979,2036,70,12,993,42340,10457,6018,3831,1.5763156629661097,1892.725473886853
2482,7827,1310,410,28,510,43545,39523,13701,3685,2.6021074654950733,935.2507607362711
2483,266,995,311,4,338,37625,18323,6970,2874,3.6905185369803197,757.0526715425611
2484,2740,266,312,28,785,14112,40109,14991,4808,1.2429620160952584,1715.410738041417
2485,6810,1697,165,11,274,32027,47083,18358,3862,0.8123932634608337,1437.538153494951
2486,3915,1769,401,9,673,24851,47038,10047,1935,4.298284560559192,1497.2253020520002
2487,7125,576,202,23,990,18031,30889,11531,1823,0.7036815859481339,822.7062974275682
2488,3678,1084,493,7,397,12360,33358,5166,2155,2.1778092150279784,1958.1316131286117
2489,7646,1346,250,27,743,35015,45543,13737,4490,0.5641902226857702,1276.5944974742881
2490,4497,1128,193,17,138,47835,17976,18728,4924,2.278592010387591,312.24531070580383
2491,7341,1916,125,20,358,39719,15773,9160,3808,1.4598089080724825,1757.0118555943186
2492,1285,987,293,10,196,46279,27593,13635,3299,1.9164877412103374,1716.971683532792
2493,1443,1267,465,20,52,30724,45784,15689,4888,3.9969507480297075,1832.7216666275103
2494,5915,1067,408,16,678,26582,22847,5736,2377,4.141393850914303,1633.4208817015513
2495,5983,221,457,8,416,14168,15033,8732,3940,2.594808125201587,1392.2794766864797
2496,6448,1218,318,24,293,14001,35931,12271,1790,4.882043909279167,1838.0752923761795
2497,6860,1247,371,3,992,49158,43067,17083,1565,3.176654801131409,1586.3445442935106
2498,4475,1871,350,21,691,21195,42074,10163,1297,4.245029982449659,1430.6504345517167
2499,1607,118,503,28,669,11057,46840,6496,3798,4.030033997041575,438.83395244100643
2500,3218,2039,406,27,1003,29310,49966,19966,3006,3.4580101413387894,138.41593123730394
2501,1560,1104,315,26,672,44352,17492,15445,4820,0.18542481177486642,1098.3390926811255
2502,3301,1421,275,12,42,26270,25764,15778,4762,2.3262474098735315,1400.6334690062552
2503,2502,1007,277,29,415,38313,45678,17620,4471,4.728256774538789,1967.203560287587
2504,6024,502,254,25,815,22475,29475,8706,2055,4.0207018413332385,1083.452042988416
2505,3443,1268,241,10,187,22081,30304,7563,4458,4.259334962299826,728.1065179653876
2506,3786,1838,104,26,344,28164,47714,15704,2897,1.4643211122433704,1025.6653301530696
2507,2956,1052,79,15,142,32942,30336,8782,4889,0.8187821394333274,1080.3223040656467
2508,6197,502,368,19,980,32365,31063,18507,1283,4.692361939076359,1424.8714990745439
2509,4948,1141,434,17,119,30702,15831,12974,1993,3.6310758650073875,913.1719771917913
2510,6517,1513,491,12,2,25700,15833,10106,1232,4.920106721524933,474.4867433261331
2511,2714,618,347,6,812,12791,45042,14763,1425,1.7209298325104891,569.2946171808549
2512,4503,1250,354,9,970,40419,26222,16829,1133,3.279876126722717,560.9491680538006
2513,8114,1839,349,27,405,34336,30429,18130,4348,0.7771635468482773,780.3811147686694
2514,3793,889,352,2,592,10559,22494,8816,2602,0.10129715357621394,1186.0767028401917
2515,5624,1393,436,26,945,19219,29819,15343,4955,0.8865195331107343,249.4615689103561
2516,6316,948,312,4,823,17948,45128,8912,3332,0.8967759857257852,1930.306705984096
2517,2983,1217,90,31,985,42407,40928,17908,4877,0.29924654298736,200.18627379884032
2518,5665,254,425,3,721,10493,33386,15845,4573,3.4867353940670034,1929.2964836588312
2519,2382,418,278,21,539,11786,36038,18081,1508,3.8860181107598795,1659.736465117017
2520,7480,1243,280,16,668,35162,13198,14362,1195,1.4520614156452154,559.9580138059488
2521,2281,1593,419,10,788,22712,45781,12104,2032,1.452567827906916,415.8534401555984
2522,382,1003,447,29,843,21990,46799,8676,3135,1.5532288131273002,1445.401243278172
2523,5760,923,176,4,740,42833,38526,18275,4660,1.9434800501770282,339.4125592836321
2524,6309,721,483,15,174,11965,21576,6628,3354,3.9841424048185825,1916.7389966656185
2525,6311,86,383,18,127,39874,24783,18320,3326,0.9597776087299136,1634.3507331646365
2526,2567,1004,264,28,808,41017,40218,19002,3430,4.596874505400775,1492.635719031758
2527,6289,167,323,29,14,34388,49004,9571,4170,3.579598506597439,1431.1062513707022
2528,1055,2036,195,4,280,41621,27132,14134,2034,3.689644845515048,574.7242725640492
2529,4785,1043,177,22,90,33053,21957,15660,3259,4.443108869508527,1033.761155530908
2530,5965,1980,182,7,268,18300,41932,12230,3637,1.6821260606062236,1401.0748246127623
2531,577,563,481,10,378,25954,18808,18469,3676,3.854470904995565,1603.772115448932
2532,6041,839,331,16,71,29718,49443,19923,4599,2.320502679207123,1996.36391810164
2533,1938,627,487,30,254,31929,14330,16320,2773,2.919239184824508,1151.8044289918291
2534,866,1832,505,11,180,28472,38263,7642,2456,4.658455729842755,593.3748510992287
2535,5809,1905,188,21,959,43720,28790,6877,2582,2.131582900514168,1402.5809949802758
2536,5535,1034,248,10,645,15383,42057,12308,4094,0.9121309742729515,1308.6650110001522
2537,5690,1880,96,18,799,17398,34033,17920,3278,1.7263089922837003,1289.322188233373
2538,2127,1052,108,29,355,12045,39040,11726,4606,2.9952027138839528,1926.0111749901068
2539,4909,1636,433,5,316,16820,20581,13648,2304,3.638253706361671,1256.743777117977
2540,1475,326,292,10,606,34246,42264,9892,3861,3.567779173483337,156.13995849116054
2541,5348,183,365,7,676,47398,21017,10259,4293,1.4438570026791941,528.3321526909106
2542,5333,2002,314,6,421,49544,17944,19126,1803,3.092729815097613,417.7058920163847
2543,4358,582,452,18,711,35130,47881,15547,4649,1.172251338958834,301.2838771718019
2544,3622,127,354,26,278,43338,38732,10831,4914,2.746064804521356,1814.4970547174364
2545,4963,668,297,1,352,15514,47058,12767,4292,0.4085217691818276,756.2832278450505
2546,744,608,462,24,721,47137,35086,15213,1258,4.926551089014329,690.8548349997842
2547,7262,1111,275,6,111,16469,20626,15610,2767,1.351598255791327,840.4166374741835
2548,7224,880,429,13,1000,32198,16335,17524,4547,3.6425356376620197,1352.3107130687783
2549,4176,580,249,13,466,47521,32342,5179,4276,0.8591214530620152,1132.9888646262796
2550,5116,646,386,22,244,42129,24883,11337,1408,3.2728545269593656,262.99518007945926
2551,6751,1418,345,18,720,39494,14307,7235,4450,3.7584559565688225,608.9738457867159
2552,1557,277,316,25,202,37644,18777,9534,1717,2.855116622950973,1061.0837630932629
2553,2115,1547,85,4,711,24956,25893,5679,4251,4.068272739627625,667.6044854568111
2554,5133,104,241,15,764,23086,13005,8318,2009,4.695340072587945,1469.9736219785702
2555,3407,1175,116,25,889,39002,13422,13720,1835,0.9463471087199676,1443.6654230940292
2556,2792,218,268,3,80,43829,35372,11783,3104,2.368177714484395,1894.2078491311731
2557,7426,1212,197,30,786,37381,44787,7052,4384,1.0248950421347909,414.37576987153653
2558,6661,337,261,21,534,23452,41951,11073,2483,4.689961034147517,1164.023828717888
2559,966,562,378,28,993,45083,20988,13974,4607,2.4275931316876274,359.96828956528725
2560,7824,265,79,1,748,28388,32932,19524,3289,2.431815308181044,135.22186521645767
2561,3984,448,264,20,29,43069,44882,15204,1968,2.776764346253337,438.5748539080612
2562,5217,1649,78,2,431,14920,44231,16073,2001,0.743937679973725,1317.001485860444
2563,1638,381,92,21,226,28864,16736,10616,3179,4.052689369594396,1449.3486725526875
2564,7923,1333,227,30,292,32101,10938,14238,3460,4.256978621695221,1840.5728662280162
2565,8154,1248,459,17,296,36947,19421,19916,4073,2.5979510667670547,1749.4008166880203
2566,3037,183,155,23,47,36754,16261,5524,3484,3.0344225277553365,1221.894993724958
2567,1429,134,258,26,140,21703,12431,12862,1125,0.6731501419493086,1985.4774691197972
2568,1515,1611,228,4,348,35785,47173,16915,1412,3.903297173721668,480.9364988000886
2569,1863,1419,343,12,490,18458,45474,5306,2631,3.9511492634579746,464.0339392930197
2570,1338,913,493,2,527,20032,18240,11901,3990,4.1053557693591936,1719.378362203623
2571,7271,1989,242,25,443,29544,33493,14752,3520,4.410967292276844,1562.6267780791231
2572,2846,1221,187,31,694,12243,38330,13007,1296,3.200491604857185,521.2953457379895
2573,5881,278,141,12,88,23991,18393,8722,2972,1.270529864823462,397.2736812492889
2574,3014,1893,381,28,488,45929,36406,8778,2326,0.8003960061074992,1936.3302725468898
2575,7677,1343,342,23,978,43061,40805,7171,1136,2.826578749265567,1546.3583456166198
2576,2422,460,349,28,1008,39706,31857,18734,3607,4.0367718344436865,111.15298066597906
2577,3860,523,147,19,887,43170,10721,13575,2395,2.2322700264100734,991.8460176953762
2578,7080,1200,489,28,645,30285,19146,18230,2382,1.523483820538332,1287.053573131178
2579,1855,1083,153,27,989,27758,36028,15062,1699,4.087652324108894,1530.7253214744983
2580,992,797,435,21,54,12230,41578,16488,1668,3.5349928292030106,1185.090291857249
2581,8113,488,213,13,421,28146,46776,7040,2908,2.16244557018108,896.4001401112631
2582,5595,1408,407,30,246,33543,39545,6671,4408,2.1111615099798717,1639.1539461082014
2583,6815,1168,222,4,39,38484,26416,14440,4752,2.646030344393687,737.2463357322066
2584,4895,1836,299,1,969,45312,38417,14986,2709,3.0709898862581815,762.788460001435
2585,4013,1202,395,5,623,17640,27944,18033,2289,3.670193764748045,133.32907580173415
2586,1453,1038,313,26,578,18140,47567,6585,1628,3.3348189638006054,1266.6374643089937
2587,4855,1144,249,27,496,49537,32872,9924,1146,4.145453867359527,233.93745868603497
2588,7750,84,483,31,407,47094,10266,18207,3430,4.906717180728033,1367.136310427314
2589,5578,1797,305,1,489,28578,23372,11924,1776,3.1914329630562013,309.0842018980294
2590,4310,116,424,18,543,46277,44929,18654,3390,1.192701568677764,355.1160426241353
2591,1261,625,407,30,533,10659,35340,9350,4681,1.488615559173657,1781.5219607485249
2592,7369,920,211,14,786,24604,37963,15949,3688,0.6077546226608661,181.88057741706461
2593,3351,1486,375,1,792,37515,42091,6500,2104,1.188301671847336,916.3566582075283
2594,6672,1307,102,1,876,27709,41139,13551,4422,0.2283865725666102,442.5360748865919
2595,1282,955,68,17,814,34607,38022,7549,4609,3.4694602478780454,1678.9058584918341
2596,1628,1125,83,12,715,43221,16683,16395,4527,2.240960196920228,970.0271826673991
2597,1688,924,352,20,477,17295,38100,19988,2463,3.610081383198756,1876.6770813875014
2598,2863,966,159,3,1012,21296,23551,10568,1038,3.0356977798919482,1217.3476702837402
2599,6546,1148,203,5,714,15342,17096,7584,2294,3.11763003483382,1750.0042269351873
2600,5765,318,304,14,243,35543,22229,11785,3311,4.2379834141435095,928.1720234874902
2601,7287,2020,303,7,809,28148,36289,17589,3654,4.799888385022555,1635.227655400013
2602,3694,932,326,17,785,14909,29463,14904,2245,0.9914745540303445,1540.877439555135
2603,5441,1549,141,29,715,13118,49320,9426,2315,4.075894751104138,741.17825985958
2604,5618,1927,116,24,828,15736,35414,14152,4341,4.731511772000017,138.62461945906023
2605,4861,505,257,21,686,40439,36608,9931,3483,2.0952023917110294,989.6059344568878
2606,5742,566,490,8,673,48503,33454,11885,2884,1.6710348304277676,1088.077087929375
2607,5712,362,218,31,923,48595,21647,11403,1959,3.0791970568586158,1224.536306802183
2608,4143,1418,292,15,916,34307,34175,7293,1974,3.6590705475468948,1799.514714304067
2609,5179,1810,503,15,206,33775,19515,14331,2904,0.199336246817415,1820.959620096098
2610,2411,321,208,26,913,33495,15652,19270,2221,0.12250428830646716,287.9803428264896
2611,2506,1609,505,26,492,30281,22025,14753,3315,0.5914199749479382,863.7916748294882
2612,5077,1458,259,27,176,24229,19746,11829,4439,4.097397652579486,1687.9862423554225
2613,4856,1784,267,5,764,48731,10645,19166,4837,1.221272813149586,1668.7250216418522
2614,1746,1374,465,5,314,41472,42506,12030,4059,1.2035281716472819,1228.822967567384
2615,1584,1424,319,1,404,34664,12191,17963,4699,1.8180689660482736,507.31485498322735
2616,6432,1498,158,18,346,36686,24910,5131,4485,4.515555559582521,361.822673157732
2617,7604,343,195,29,405,19436,45223,14598,1725,3.4259703745670755,948.2343838363312
2618,4795,687,501,26,934,27989,13749,6668,3064,1.6583241938451574,151.74536233953992
2619,5390,1311,312,16,334,24124,10449,10521,3773,4.499471646899895,1828.6683204832327
2620,2541,190,365,25,889,11869,46148,12335,3186,1.3959021317889646,295.69916873405964
2621,1975,353,380,28,551,15214,24228,15374,1884,4.857563919129718,1822.669599386608
2622,6906,990,479,31,928,19127,22594,19237,3117,2.022146497938335,1347.953701744931
2623,1719,434,102,22,613,41043,46715,8509,2266,3.852526129513549,244.2502281573244
2624,3430,1678,129,12,877,30825,19599,13258,2284,4.99118894947765,1870.1995183159484
2625,372,1036,453,29,376,47006,45669,17915,1664,2.673325694354921,1084.4817773284126
2626,7957,1049,69,14,792,13855,14181,5926,4867,1.8190949294300818,562.1761553998324
2627,4410,1726,92,23,810,28567,36742,12058,1859,3.8559718471646782,1175.163382239851
2628,4571,550,210,5,693,46840,44240,8249,2814,4.80525497506486,1387.562784872585
2629,5880,576,169,15,215,11750,29504,16306,1492,4.359765614179307,1921.3530642158687
2630,3471,644,115,25,566,16061,35324,17029,2225,3.9881671855416454,746.0598281398703
2631,6706,703,463,30,82,10573,38924,12909,1457,3.211316063896585,1706.0178700732697
2632,4444,346,230,8,744,11438,18221,12191,4981,4.705881043408597,477.78779227771844
2633,1103,267,470,20,928,37203,33053,11668,1779,3.6813722167095118,1157.5772571260868
2634,4602,1359,403,10,733,49509,18300,10169,3552,4.2941242969029885,647.3710032416767
2635,3860,1479,494,26,1014,33296,22084,18741,2700,1.1310006944424873,1006.0383178400589
2636,3070,1764,235,8,540,41653,18000,10036,2142,3.508910281078358,570.7750305687694
2637,5372,661,69,22,910,32376,39094,7054,4947,3.7090617428788946,789.5001445399046
2638,4122,822,355,12,131,36304,41776,15613,1199,3.85899999400949,1213.8816911234449
2639,4022,1554,79,21,351,20841,14101,9331,1731,0.29469959009351365,678.37212463879
2640,5708,1277,160,6,58,39344,47173,8800,2737,3.31487234407127,1338.6024676945788
2641,1889,1934,359,8,741,29536,34794,13944,2982,1.0160706604608853,1489.5652145428269
2642,887,392,478,24,501,43008,23378,8790,1224,1.246189527321076,817.5206282961592
2643,5087,1729,387,21,89,31542,19717,6978,4050,3.8004177167521433,1216.086461647011
2644,5522,608,167,6,888,31599,10818,14096,1448,0.49586456687679714,1956.05116757987
2645,5879,1840,367,30,333,24883,38440,9687,4775,1.23597745406101,1674.5086018695538
2646,5809,644,350,27,405,34913,49853,9864,2372,4.228167170575989,880.1500394416727
2647,2886,484,487,20,631,26886,16386,9670,4681,4.248554622751165,152.71049483433382
2648,980,459,299,23,831,44689,48970,5849,3976,2.312035148201041,1182.1690801112893
2649,6072,1629,500,28,86,34331,23711,14234,3914,1.0999505798188036,1913.1086939594886
2650,2666,1263,64,1,735,15336,18103,14821,1909,4.8230597440070815,1192.8284510352134
2651,1470,312,217,31,242,38570,23823,15805,3598,0.1755344992265048,1852.2562124157043
2652,3484,1636,79,1,527,41267,24264,19243,2058,3.5843973992100397,1981.1824435331575
2653,7818,573,132,31,139,16356,26256,12008,1613,1.8716303953654692,794.331015078055
2654,3001,215,276,14,35,35309,16408,14320,3340,4.046790080173071,273.2112399913272
2655,5552,788,239,10,954,44858,24630,9221,3930,0.9715003578692838,983.8668349120852
2656,3928,403,84,23,541,34746,33610,9920,1439,3.183794039747473,437.66318762435935
2657,2168,1663,259,17,868,23062,16749,9184,2410,3.659749827792184,1377.1003632359213
2658,6774,1789,394,11,410,14023,19507,10230,3708,0.24260561148649779,369.8642647336653
2659,6423,402,99,14,82,46417,29078,15504,4375,2.605757814803825,1804.808690857866
2660,8012,691,154,13,857,21487,28176,17533,2333,0.25891495541455745,898.1743911720297
2661,2567,1947,394,30,417,14199,19122,16056,1294,3.15708527865374,1779.0380764089375
2662,5996,476,89,26,772,36304,38560,12957,3586,0.40527755700081425,711.9892331829479
2663,573,971,232,4,364,40641,41010,10040,2636,2.0119842237678385,1643.7746386506265
2664,6524,188,67,18,641,48416,46394,18833,2241,4.293499874264122,1842.7447865365998
2665,721,618,418,31,763,31596,31934,13188,1974,0.913041869420028,979.2600879992351
2666,2671,206,153,12,618,49243,33843,13762,3338,3.893932226874437,1675.0481335218801
2667,2390,1362,192,27,368,39524,11786,15312,3925,0.40571320334817884,427.4881011797617
2668,3512,125,163,2,846,38620,49405,5007,2330,2.099571911375962,1670.500023435199
2669,7656,1365,67,13,983,44372,46285,13031,1532,2.658496550890723,1092.1751802867125
2670,7968,853,142,29,291,13815,26617,7760,1008,1.1597878045962304,777.9259140647456
2671,1426,1289,255,31,862,49101,45178,13524,4235,4.5504964027290375,324.80323335221317
2672,7445,1955,289,9,1022,20901,36741,17048,1132,3.1689331875656275,335.5218002707826
2673,7946,458,256,9,424,45118,28468,10671,3242,3.7210542231667754,866.5252321150671
2674,7869,1127,389,1,987,24540,24158,18429,2135,2.9338401751934837,947.8712552443781
2675,2103,1650,332,8,929,46856,40354,15839,1257,4.916677895132224,581.2749380634299
2676,1215,1808,322,31,701,22647,36164,16376,4417,0.5859902802844754,952.2111707545437
2677,7370,67,203,18,480,16195,30587,14923,3658,4.386510432103408,1468.8690160065637
2678,6788,1018,105,1,857,21495,11120,17100,3424,4.507415955234976,1625.939568377411
2679,5543,1850,497,14,125,11201,11507,10270,3850,1.4072755953033254,838.976190760196
2680,944,185,431,27,597,10263,32547,8575,4140,2.454120467893461,688.5829810212138
2681,6696,1404,260,25,346,38842,37096,19358,2204,0.8437980886327952,1581.1606123262327
2682,390,1208,336,30,478,17030,21719,8686,3321,4.833261650946325,113.2351855740517
2683,3752,238,98,4,396,13694,20089,12539,3156,1.4954348534327258,974.8334324917181
2684,6955,191,157,22,144,13509,27674,9583,3058,3.8099312649372585,1608.618211396949
2685,4072,2038,169,25,348,23524,20282,18246,2459,1.8770394324572783,1430.8115200257423
2686,5475,1884,355,3,1019,41607,29062,9922,3683,1.3349999409546087,1150.760777252303
2687,3551,1444,485,6,123,44563,23260,19478,3258,2.5819828112682424,489.24310299143445
2688,3176,909,282,7,682,14583,26358,8413,2932,3.845385705010976,1084.501680224699
2689,4912,249,100,19,730,17803,42789,9269,3143,2.993199134646014,747.0233186633562
2690,5610,1105,477,23,504,18021,10535,18099,1427,4.219907071543371,1975.1459601808197
2691,720,1190,373,12,715,18855,20117,18955,4792,2.636312322733712,1440.277233560279
2692,7808,709,288,11,862,27000,15733,17337,3314,2.9460372168602635,1606.4315126001802
2693,2689,766,308,29,306,25546,30105,15805,2683,2.1194285849317898,1032.8592842081332
2694,5475,1764,277,4,927,38447,17624,5065,3390,3.9548727679649196,352.975644145832
2695,3573,1196,225,2,458,32692,34010,16999,3041,4.224007804738066,1594.1589550386993
2696,3303,773,82,15,469,40735,35398,9193,4708,4.491034108173874,797.9689039769939
2697,2473,1490,435,23,304,27180,27155,10605,2301,2.5696974814731055,534.1822856961045
2698,1151,975,372,12,977,28140,18075,10383,4086,3.088004076267836,291.321947426266
2699,2482,288,443,13,683,12606,42769,9385,1498,1.2044902055819093,1408.0067856063702
2700,1806,624,159,27,1001,33919,47201,9302,2919,1.3693067363028153,1623.3329987940735
2701,4804,1004,289,3,869,41510,38466,14400,4223,0.23148741410603643,344.9413531170043
2702,5783,1048,86,30,927,29846,16618,8515,1311,3.5842798881811153,1652.7377580574787
2703,4944,1946,371,21,535,35750,36168,13126,2756,4.926493853637332,1953.7400539589125
2704,5243,1437,271,5,986,20163,10637,11171,2038,3.3612382541587658,1399.9879766176628
2705,7800,1381,377,20,820,25666,28051,9488,1241,1.115768215148305,435.4691775624489
2706,8150,680,263,5,611,22874,17208,14117,1476,4.148815078772737,1354.7875853722662
2707,7681,539,136,22,707,10988,12302,6026,2174,1.4762738602290977,1687.0740748958183
2708,4672,878,509,14,327,26986,22914,17579,1896,3.1752330477084207,1894.0686020287133
2709,5835,521,477,23,309,20675,28702,9102,3325,1.0771957008763722,273.4389518939022
2710,4917,1278,184,24,943,35901,18596,17187,3724,3.070870427418074,1660.9511562172415
2711,6986,1609,170,18,645,30014,12424,14758,1985,1.9863050370660673,1558.6155624999612
2712,5454,1973,405,18,597,28904,12778,19835,2283,2.9057963090218055,881.3489746336074
2713,6947,865,421,15,951,40430,46876,8804,1597,1.1832554785452851,1711.9934508337324
2714,1191,1174,469,11,483,35587,43369,10189,4800,4.467029007523576,1412.2945990889716
2715,1517,1398,125,18,510,14471,28238,16975,2798,3.3230769448529762,1381.2188193423347
2716,623,1132,508,16,331,18576,45870,15060,2061,4.014243350609722,1530.316403376958
2717,4830,2019,483,16,15,33746,19403,14470,2739,3.7429635317953354,784.3294958944508
2718,5986,1285,174,10,799,10580,29529,6676,2943,1.7610017753122118,1160.1302601035693
2719,5295,1013,210,27,256,24904,31695,7351,1335,2.1480291268226637,1799.189937341142
2720,7595,961,501,17,232,13952,48392,14152,3547,2.003816195332506,711.0103729793314
2721,4383,1641,346,2,950,24283,48653,11817,1407,4.472029724795775,482.32150174618397
2722,584,310,360,10,465,15319,13637,9840,2844,3.903373342469406,1694.557895240797
2723,3187,124,116,28,355,33827,33584,19142,4647,1.6398400451914132,628.1597126737964
2724,4866,645,338,7,669,22943,31413,10264,3593,0.5571452479889993,760.482542610733
2725,3712,751,82,19,510,18209,49181,10094,3896,4.230420897545568,1259.599628459569
2726,4853,1905,440,22,674,21618,46804,12763,4726,3.254517779131796,216.16633737025256
2727,7463,931,151,8,281,28834,28815,17700,1874,0.7124257868603114,1694.5189980536952
2728,4550,1894,197,14,543,33398,33327,11225,2585,0.820568157590348,1561.2466347691845
2729,6258,656,296,1,342,34714,13487,18785,1748,4.389506701570347,931.3949331781938
2730,7184,529,66,15,467,10279,13279,6259,3149,3.384660394742017,285.7287444616442
2731,4206,1945,388,19,739,14441,25536,19591,1692,3.7239916726933036,595.345062515283
2732,4706,1839,307,23,486,32587,43573,15006,1364,0.616135257898763,640.9933186545267
2733,6539,1113,321,3,724,13466,37294,14617,1821,3.5545601942977334,1576.7297638482385
2734,1337,1293,212,24,851,34996,47523,8885,3904,4.427965963692045,1566.2870539689957
2735,6510,1099,316,24,226,31314,40746,13737,1954,4.591785413588132,269.3481800084445
2736,752,1727,134,29,343,18226,26944,17727,3549,4.137069982655411,866.9362057782934
2737,7526,1881,439,23,145,37270,24671,5819,1754,3.6540456157341694,387.4382890217652
2738,521,408,303,30,536,16537,11978,5272,3346,4.799592580545806,904.7229455731928
2739,6592,545,312,31,61,10975,20379,18266,4417,4.541771248312989,981.3628626931188
2740,5814,1420,481,8,491,18838,46593,19616,4046,2.8834830017154602,1084.3835183906695
2741,4110,1524,248,30,608,30832,27834,12529,4626,2.2647849041579593,701.2350046638977
2742,5872,1327,115,10,921,16909,35373,14338,2073,2.0270296912709806,906.1302723751955
2743,5014,1126,407,14,210,45254,14079,17018,2045,4.063072407074062,1588.3462762430847
2744,5284,2011,225,24,138,12303,40353,13867,1327,1.980645734776026,1694.088323189549
2745,3511,400,140,8,599,28162,18851,10272,2766,2.036049475796923,1527.2052785532273
2746,8110,275,141,11,923,40843,30664,14376,4153,3.6745694320891005,395.65914243951397
2747,3906,1328,189,18,899,21343,30066,5563,4677,4.5490064941257495,1721.8381624749654
2748,5968,85,432,14,465,26192,42612,19886,2012,4.9502601923610445,339.35836002313795
2749,1650,734,252,30,738,31430,44665,12436,4333,4.540749516318925,399.76864308960813
2750,5922,1719,251,10,683,21805,20467,18808,1496,3.393142253080872,1698.7473674115843
2751,4187,273,303,8,955,45248,12719,18985,2085,2.053293689918974,693.4564628717327
2752,6691,604,313,1,989,45837,33370,8996,1531,0.3987606701913836,153.0954305462507
2753,1805,621,482,2,485,11642,26822,8093,4040,3.702637789225926,280.910123783099
2754,7214,357,395,29,978,29856,48564,9664,2077,1.7599820600604568,599.2447008534862
2755,2934,494,131,15,201,24931,19255,16225,2942,3.471055928220763,567.5135791521998
2756,3929,276,402,6,576,29863,41916,19972,3156,2.738411293153893,1940.6575798007775
2757,2323,1404,450,3,876,26239,48933,16948,1221,3.0593919727561802,1904.154379964842
2758,4151,315,109,7,759,24621,34633,12204,4066,4.949138934380969,1330.5002492730011
2759,5399,1731,399,30,506,12050,21824,7120,1887,0.7988942174963709,1822.8915504979825
2760,2787,373,308,4,586,48293,26520,6407,4999,0.946471967961395,346.9270869451019
